Unnamed: 0,healthreformbill_2016,wealth_2016,gvmt_involment_2016,police_threat_2016,obamaapp_2016,view_transgender_2016,affirmact_gen_2016,policies_favor_2016,taxdoug_2016,immi_contribution_2016,pid3_2016,RIGGED_SYSTEM_4_2016,gender_equality_2016,presvote16post_2016
7704,Expanded,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Part of a broader pattern,Somewhat Approve,Should be allow to us the restrooms of the gender with which they currently identify,Favor,Treat both groups the same,Yes,Mostly make a contribution,Democrat,Disagree,Men have more opportunities than women,Hillary Clinton
7705,Don't know,Should be more evenly distributed,Don't know,Part of a broader pattern,Strongly Approve,Should be allow to us the restrooms of the gender with which they currently identify,Favor,Treat both groups the same,Yes,Mostly make a contribution,Democrat,Agree,Men have more opportunities than women,Hillary Clinton
7706,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor blacks over whites,Yes,Mostly a drain,Independent,Agree,Men and women have equal opportunities,Donald Trump
7707,Repealed,Don't know,People would be better able to handle today's problems within a free market with less government involvement,Don't know,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Don't know,Yes,Mostly a drain,Independent,Agree,Men and women have equal opportunities,Gary Johnson
7708,Repealed,Don't know,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Favor,Treat both groups the same,Don't know,Don't know,Republican,Strongly agree,Men have more opportunities than women,Donald Trump
7709,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor blacks over whites,No,Mostly a drain,Republican,Strongly agree,Men and women have equal opportunities,Donald Trump
7710,Repealed,Distribution is fair,Don't know,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor blacks over whites,Yes,Mostly a drain,Independent,Strongly agree,Men and women have equal opportunities,Donald Trump
7711,Expanded,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Part of a broader pattern,Somewhat Approve,Should be allow to us the restrooms of the gender with which they currently identify,Favor,Favor whites over blacks,Yes,Mostly make a contribution,Democrat,Disagree,Men have more opportunities than women,Hillary Clinton
7712,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor blacks over whites,Yes,Mostly a drain,Republican,Strongly agree,Men and women have equal opportunities,Donald Trump
7713,Repealed,Should be more evenly distributed,People would be better able to handle today's problems within a free market with less government involvement,Part of a broader pattern,Strongly Disapprove,Should be allow to us the restrooms of the gender with which they currently identify,Oppose,Treat both groups the same,Yes,Mostly a drain,Independent,Strongly disagree,Men have more opportunities than women,Gary Johnson
7714,Repealed,Don't know,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor blacks over whites,No,Mostly a drain,Republican,Strongly agree,Men and women have equal opportunities,Donald Trump
7717,Don't know,Distribution is fair,Don't know,Don't know,Don't know,Don't know,Favor,Don't know,Yes,Don't know,Republican,Agree,Men have more opportunities than women,Did not vote for President
7718,Repealed,Should be more evenly distributed,People would be better able to handle today's problems within a free market with less government involvement,Don't know,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Don't know,Don't know,Yes,Don't know,Republican,Disagree,Don't know,Donald Trump
7719,Repealed,Don't know,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Don't know,Oppose,Don't know,Yes,Neither,Independent,Agree,Men and women have equal opportunities,Donald Trump
7720,Expanded,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Part of a broader pattern,Strongly Approve,Don't know,Favor,Treat both groups the same,Yes,Mostly make a contribution,Independent,Strongly agree,Men have more opportunities than women,Hillary Clinton
7721,Expanded,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Isolated incidents,Strongly Approve,Should be allow to us the restrooms of the gender with which they currently identify,Don't know,Treat both groups the same,Yes,Neither,Independent,Disagree,Men have more opportunities than women,Hillary Clinton
7722,Expanded,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Part of a broader pattern,Strongly Approve,Should be allow to us the restrooms of the gender with which they currently identify,Favor,Treat both groups the same,Yes,Mostly make a contribution,Democrat,Agree,Men have more opportunities than women,Hillary Clinton
7723,Repealed,Don't know,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be allow to us the restrooms of the gender with which they currently identify,Oppose,Don't know,No,Mostly a drain,Independent,Strongly agree,Men and women have equal opportunities,Donald Trump
7725,Expanded,Distribution is fair,We need a strong government to handle today's complex economic problems,Isolated incidents,Strongly Approve,Should be required to use the restrooms of the gender they were born into,Oppose,Favor blacks over whites,Yes,Mostly a drain,Democrat,Disagree,Men and women have equal opportunities,Hillary Clinton
7726,Repealed,Don't know,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Don't know,Don't know,Mostly a drain,Independent,Strongly agree,Don't know,Donald Trump
7727,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor blacks over whites,No,Mostly a drain,Other,Strongly agree,Men and women have equal opportunities,Donald Trump
7728,Repealed,Should be more evenly distributed,Don't know,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Don't know,Favor blacks over whites,Don't know,Mostly a drain,Republican,Agree,Men have more opportunities than women,Donald Trump
7729,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Don't know,Don't know,Treat both groups the same,Don't know,Neither,Republican,Strongly agree,Don't know,Donald Trump
